id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
NonTargetingControlGuideForHuman_0077	1	0.6217	0.62215	0.999998	1617	0	0.051997	0.3783	0.3781	0.966045	1290	1	0.051997
TTC40	8	0.33813	0.59851	0.999998	1170	2	-0.010687	0.37842	0.63987	0.997477	1291	3	-0.010687
CRY1	8	0.023206	0.09024	0.985286	177	3	-0.019298	0.38139	0.64214	0.997477	1292	3	-0.019298
TMEM123	8	0.84803	0.92063	0.999998	1902	2	0.061032	0.38222	0.64275	0.997477	1293	3	0.061032
NonTargetingControlGuideForHuman_0170	1	0.61774	0.61807	0.999998	1610	0	0.086986	0.38226	0.38239	0.966045	1294	1	0.086986
EIF2AK2	8	0.32023	0.57742	0.999998	1128	2	-0.020151	0.38288	0.64328	0.997477	1295	3	-0.020151
TNFRSF11A	8	0.58204	0.78257	0.999998	1557	3	-0.033756	0.38302	0.64337	0.997477	1296	3	-0.033756
CD276	8	0.41911	0.66423	0.999998	1303	3	-0.011889	0.38321	0.6435	0.997477	1297	3	-0.011889
TAS2R14	8	0.054937	0.17617	0.992426	360	5	-0.31616	0.38322	0.6435	0.997477	1298	2	-0.31616
CCDC39	8	0.022222	0.086966	0.985286	170	5	-0.3223	0.38465	0.64455	0.997477	1299	2	-0.3223
LIMS1	8	0.19939	0.43101	0.999998	837	3	-0.062737	0.38481	0.64469	0.997477	1300	2	-0.062737
SYN1	8	0.177	0.4018	0.999998	780	3	-0.014128	0.38515	0.64491	0.997477	1301	2	-0.014128
PPP1R10	8	0.093195	0.2595	0.999998	511	5	-0.19411	0.38549	0.64515	0.997477	1302	2	-0.19411
NonTargetingControlGuideForHuman_0009	1	0.61437	0.61475	0.999998	1606	0	0.061598	0.38563	0.38579	0.966045	1303	0	0.061598
CCDC23	8	0.52036	0.73818	0.999998	1466	2	0.019099	0.38583	0.64542	0.997477	1304	2	0.019099
ETV6	8	0.048822	0.16241	0.991029	334	4	-0.17599	0.38628	0.64575	0.997477	1305	2	-0.17599
UBQLNL	8	0.05244	0.17051	0.992049	350	4	-0.18375	0.38684	0.64614	0.997477	1306	2	-0.18375
APOBEC3H	8	0.11223	0.29843	0.999998	588	3	0.013862	0.38689	0.64618	0.997477	1307	3	0.013862
MACC1	8	0.71993	0.8568	0.999998	1735	2	0.084588	0.38717	0.64638	0.997477	1308	3	0.084588
NonTargetingControlGuideForHuman_0011	1	0.61184	0.61201	0.999998	1602	0	0.080533	0.38816	0.38843	0.966045	1309	0	0.080533
SERPINF1	8	0.5794	0.7806	0.999998	1552	2	-0.053146	0.38892	0.64751	0.997477	1310	3	-0.053146
GPR137B	8	0.2248	0.46226	0.999998	894	4	-0.11664	0.38916	0.64764	0.997477	1311	3	-0.11664
NonTargetingControlGuideForHuman_0193	1	0.61028	0.61058	0.999998	1600	0	0.05292	0.38972	0.38986	0.966045	1312	0	0.05292
GCLM	8	0.084242	0.24085	0.999998	481	3	0.0095811	0.3919	0.64949	0.997477	1313	3	0.0095811
PHLDB1	8	0.28667	0.53847	0.999998	1039	4	-0.0028743	0.39296	0.65025	0.997477	1314	3	-0.0028743
RAPH1	8	0.11793	0.30949	0.999998	607	5	-0.13589	0.39325	0.65041	0.997477	1315	1	-0.13589
NonTargetingControlGuideForHuman_0028	1	0.60586	0.60617	0.999998	1593	0	0.055737	0.39414	0.39434	0.966045	1316	0	0.055737
NonTargetingControlGuideForHuman_0056	1	0.60392	0.60431	0.999998	1590	0	0.050519	0.39608	0.39626	0.966045	1317	0	0.050519
SNX24	8	0.0034708	0.01845	0.897174	39	5	-0.31172	0.39626	0.65269	0.997477	1318	2	-0.31172
NKAIN1	8	0.010046	0.044804	0.974597	92	5	-0.2231	0.39659	0.65296	0.997477	1319	2	-0.2231
ABLIM3	8	0.0069129	0.033543	0.948928	68	6	-0.26762	0.39693	0.65319	0.997477	1320	1	-0.26762
NonTargetingControlGuideForHuman_0120	1	0.60223	0.60253	0.999998	1585	0	0.071383	0.39777	0.398	0.966045	1321	0	0.071383
CXCL12	8	0.096828	0.26706	0.999998	525	5	-0.17855	0.39792	0.65387	0.997477	1322	3	-0.17855
NonTargetingControlGuideForHuman_0048	1	0.60171	0.60206	0.999998	1584	0	0.074772	0.39829	0.39858	0.966045	1323	0	0.074772
KCNJ10	8	0.13628	0.34476	0.999998	676	2	0.094157	0.39842	0.65425	0.997477	1324	3	0.094157
BTN3A3	8	0.066785	0.20232	0.999998	402	2	0.016286	0.39892	0.65458	0.997477	1325	3	0.016286
NFE2L3	8	0.6029	0.79812	0.999998	1588	3	0.08276	0.39925	0.65477	0.997477	1326	3	0.08276
CCDC113	8	0.032511	0.12044	0.985286	243	5	-0.20378	0.39926	0.65478	0.997477	1327	2	-0.20378
CCND2	8	0.053082	0.17201	0.992426	354	3	0.026136	0.39928	0.65478	0.997477	1328	3	0.026136
PAK3	8	0.037165	0.13521	0.985286	279	5	-0.19283	0.39992	0.65517	0.997477	1329	3	-0.19283
HCAR2	8	0.42921	0.67175	0.999998	1325	3	-0.042314	0.40026	0.65544	0.997477	1330	2	-0.042314
NonTargetingControlGuideForHuman_0051	1	0.59918	0.59939	0.999998	1578	0	0.057063	0.40082	0.40088	0.966134	1331	0	0.057063
FAM26F	8	0.10884	0.29159	0.999998	571	4	-0.10992	0.4019	0.65671	0.997477	1332	3	-0.10992
IFI27	8	0.092507	0.25808	0.999998	507	5	-0.16353	0.40333	0.6577	0.997477	1333	2	-0.16353
MARCKSL1	8	0.27052	0.51913	0.999998	1003	4	-0.041167	0.40372	0.65791	0.997477	1334	3	-0.041167
SLC23A2	8	0.61874	0.80971	0.999998	1613	3	-0.017831	0.40434	0.6583	0.997477	1335	3	-0.017831
CD207	8	0.2183	0.45406	0.999998	880	4	-0.12997	0.40454	0.65847	0.997477	1336	3	-0.12997
TRAF1	8	0.05987	0.18734	0.998784	383	4	-0.15837	0.40456	0.65849	0.997477	1337	2	-0.15837
HLA-DPA1	8	0.85337	0.92354	0.999998	1909	2	0.025543	0.40521	0.65886	0.997477	1338	3	0.025543
PDGFC	8	0.81184	0.90051	0.999998	1858	1	-0.015795	0.40522	0.65887	0.997477	1339	2	-0.015795
SDC4	8	0.66611	0.83425	0.999998	1671	2	-0.0098713	0.4062	0.65955	0.997477	1340	3	-0.0098713
IRF2	8	0.17568	0.4001	0.999998	776	3	-0.02408	0.4067	0.65993	0.997477	1341	3	-0.02408
GBP1	8	0.029232	0.10999	0.985286	225	5	-0.18842	0.40757	0.66054	0.997477	1342	2	-0.18842
RXFP1	8	0.24249	0.48451	0.999998	938	3	-0.019947	0.40785	0.66073	0.997477	1343	1	-0.019947
IFT74	8	0.57406	0.77682	0.999998	1546	2	0.019631	0.40818	0.661	0.997477	1344	3	0.019631
SLC35F5	8	0.21275	0.44719	0.999998	866	4	-0.10313	0.40885	0.66137	0.997477	1345	3	-0.10313
GLRX	8	0.29972	0.55383	0.999998	1073	4	-0.066542	0.40934	0.66173	0.997477	1346	3	-0.066542
ATP7A	8	0.015608	0.064662	0.977143	133	5	-0.40715	0.41009	0.66229	0.997477	1347	2	-0.40715
P2RY2	8	0.47251	0.70364	0.999998	1400	2	-0.030094	0.41026	0.66236	0.997477	1348	3	-0.030094
ADORA2A	7	0.28374	0.52107	0.999998	1028	3	-0.031002	0.41058	0.63568	0.997477	1349	3	-0.031002
C14orf79	8	0.80443	0.89659	0.999998	1845	2	0.025393	0.411	0.6629	0.997477	1350	2	0.025393
C5orf51	8	0.54647	0.75676	0.999998	1504	3	-0.041099	0.41201	0.66356	0.997477	1351	3	-0.041099
UGT1A8	8	0.61775	0.80896	0.999998	1611	2	0.024528	0.41211	0.66364	0.997477	1352	3	0.024528
ANP32B	8	0.54879	0.75851	0.999998	1507	2	0.027157	0.41406	0.66492	0.997477	1353	3	0.027157
MDK	8	0.24647	0.48937	0.999998	948	3	-0.016133	0.41471	0.66532	0.997477	1354	2	-0.016133
SLC43A2	8	0.015261	0.06343	0.974597	131	5	-0.27638	0.41805	0.66768	0.997477	1355	2	-0.27638
ME3	8	0.34889	0.61091	0.999998	1187	4	-0.052682	0.41845	0.66792	0.997477	1356	3	-0.052682
PTGFRN	8	0.039507	0.14095	0.985286	288	5	-0.20308	0.4186	0.66803	0.997477	1357	2	-0.20308
IL12RB2	8	0.47076	0.70226	0.999998	1395	3	-0.090356	0.41865	0.66804	0.997477	1358	2	-0.090356
RGS1	8	0.45071	0.68773	0.999998	1362	3	-0.035669	0.41989	0.6689	0.997477	1359	2	-0.035669
PKD2L1	8	0.05179	0.16912	0.992049	347	5	-0.15089	0.42118	0.66984	0.997477	1360	2	-0.15089
PLK3	8	0.32454	0.58267	0.999998	1135	2	0.045651	0.42275	0.671	0.997477	1361	3	0.045651
ARSB	8	0.21521	0.45041	0.999998	871	4	-0.14276	0.42487	0.67253	0.997477	1362	2	-0.14276
NPR1	8	0.0063198	0.031427	0.948928	64	6	-0.49258	0.42535	0.67292	0.997477	1363	1	-0.49258
LIG4	8	0.46714	0.69978	0.999998	1386	3	0.0084899	0.42573	0.67319	0.997477	1364	3	0.0084899
ACE	8	0.024583	0.09492	0.985286	193	5	-0.21882	0.42599	0.67342	0.997477	1365	3	-0.21882
EPAS1	8	0.02566	0.098612	0.985286	200	4	-0.023865	0.42656	0.67381	0.997477	1366	3	-0.023865
GOLPH3L	8	0.3464	0.60805	0.999998	1182	4	-0.098053	0.42663	0.67386	0.997477	1367	2	-0.098053
CBWD3	8	0.4297	0.67208	0.999998	1326	3	0.024176	0.42695	0.67414	0.997477	1368	2	0.024176
PRR16	8	0.040054	0.14213	0.985286	292	4	-0.042551	0.42706	0.67422	0.997477	1369	3	-0.042551
PRDM16	8	0.017423	0.071003	0.985286	141	6	-0.20874	0.42807	0.6749	0.997477	1370	2	-0.20874
SAMHD1	8	0.012411	0.053289	0.974597	107	6	-0.28873	0.42918	0.67565	0.997477	1371	2	-0.28873
ZNF691	8	0.75218	0.87135	0.999998	1771	2	0.016649	0.42982	0.67608	0.997477	1372	1	0.016649
NonTargetingControlGuideForHuman_0103	1	0.56996	0.57009	0.999998	1539	0	0.032189	0.43004	0.42985	0.977106	1373	0	0.032189
C1orf122	8	0.14536	0.35961	0.999998	703	4	-0.12257	0.43045	0.67652	0.997477	1374	3	-0.12257
IL1R1	8	0.031493	0.11715	0.985286	237	5	-0.2536	0.43266	0.67822	0.997477	1375	2	-0.2536
LGALS8	8	0.41536	0.66154	0.999998	1295	2	0.034759	0.43318	0.67858	0.997477	1376	3	0.034759
PLAU	8	0.094921	0.26319	0.999998	520	3	0.070959	0.43614	0.68088	0.997477	1377	3	0.070959
ARRDC3	8	0.036753	0.13401	0.985286	274	4	-0.088808	0.43644	0.68112	0.997477	1378	3	-0.088808
BATF2	8	0.4383	0.67858	0.999998	1340	3	0.016005	0.43708	0.68147	0.997477	1379	3	0.016005
CXCL16	8	0.6313	0.8187	0.999998	1630	2	0.034197	0.43744	0.68175	0.997477	1380	3	0.034197
RBCK1	8	0.43982	0.67967	0.999998	1344	2	-0.059511	0.43814	0.6822	0.997477	1381	3	-0.059511
TRIM22	8	0.0038344	0.020157	0.897174	44	4	-0.22911	0.43843	0.6824	0.997477	1382	2	-0.22911
NonTargetingControlGuideForHuman_0148	1	0.56145	0.56154	0.999998	1531	0	0.032984	0.43855	0.43837	0.984235	1383	0	0.032984
KPTN	8	0.043989	0.15116	0.985286	308	5	-0.21177	0.43897	0.68286	0.997477	1384	2	-0.21177
CCND1	8	0.014195	0.059959	0.974597	118	3	0.036086	0.43923	0.68301	0.997477	1385	3	0.036086
CCDC87	8	0.033943	0.12506	0.985286	256	5	-0.2841	0.43959	0.68321	0.997477	1386	2	-0.2841
EXOC4	8	0.087696	0.24839	0.999998	492	4	-0.12214	0.44022	0.68371	0.997477	1387	2	-0.12214
TNFRSF9	8	0.27995	0.53054	0.999998	1023	3	-0.02066	0.44053	0.68401	0.997477	1388	2	-0.02066
RBM11	8	0.18615	0.41369	0.999998	803	2	0.024066	0.44141	0.68465	0.997477	1389	3	0.024066
ELOVL7	8	0.28761	0.53958	0.999998	1041	4	-0.068718	0.44147	0.68468	0.997477	1390	2	-0.068718
DNAJB5	8	0.6853	0.84227	0.999998	1699	2	0.026316	0.44178	0.68493	0.997477	1391	2	0.026316
PREPL	8	0.3014	0.55572	0.999998	1077	4	-0.10301	0.44276	0.68563	0.997477	1392	3	-0.10301
NonTargetingControlGuideForHuman_0121	1	0.5571	0.55711	0.999998	1524	0	0.02906	0.4429	0.44279	0.984433	1393	0	0.02906
DCUN1D3	8	0.074923	0.22061	0.999998	436	4	-0.16684	0.44303	0.6858	0.997477	1394	2	-0.16684
FAM19A2	8	0.11576	0.3053	0.999998	601	4	-0.085616	0.44334	0.68607	0.997477	1395	2	-0.085616
SLC27A2	8	0.37182	0.6302	0.999998	1228	3	0.011325	0.44489	0.68715	0.997477	1396	3	0.011325
TKTL1	8	0.1173	0.30827	0.999998	605	3	-0.030374	0.44617	0.68801	0.997477	1397	2	-0.030374
NonTargetingControlGuideForHuman_0061	1	0.55314	0.55294	0.999998	1517	0	0.032335	0.44686	0.44674	0.984433	1398	0	0.032335
CLEC4F	8	0.67418	0.83767	0.999998	1684	1	0.0089842	0.44696	0.68856	0.997477	1399	3	0.0089842
FCRL4	8	0.096687	0.26676	0.999998	524	5	-0.1553	0.44706	0.68861	0.997477	1400	1	-0.1553
MGAT5B	8	0.19504	0.42516	0.999998	826	4	-0.10559	0.44887	0.68991	0.997477	1401	3	-0.10559
NonTargetingControlGuideForHuman_0154	1	0.55093	0.55064	0.999998	1512	0	0.027374	0.44907	0.44889	0.984433	1402	0	0.027374
DEFA3	8	0.53809	0.75059	0.999998	1495	1	0.073434	0.4492	0.69015	0.997477	1403	3	0.073434
ZSWIM3	8	0.15551	0.37313	0.999998	725	4	-0.1349	0.45014	0.69079	0.997477	1404	1	-0.1349
ANKRD66	8	0.082185	0.23646	0.999998	469	5	-0.16104	0.45137	0.69171	0.997477	1405	1	-0.16104
TRPC3	8	0.16731	0.38893	0.999998	758	4	-0.057214	0.45209	0.69223	0.997477	1406	3	-0.057214
GPR180	8	0.01122	0.049103	0.974597	101	5	-0.24895	0.45248	0.69253	0.997477	1407	2	-0.24895
KIR3DL3	8	0.083657	0.23967	0.999998	479	5	-0.15106	0.45307	0.693	0.997477	1408	2	-0.15106
KYNU	8	0.070644	0.21114	0.999998	419	4	-0.13104	0.45349	0.69333	0.997477	1409	3	-0.13104
FOSL2	8	0.021876	0.085861	0.985286	169	6	-0.28337	0.45352	0.69336	0.997477	1410	1	-0.28337
MASTL	8	0.41315	0.66005	0.999998	1289	3	-0.07285	0.45444	0.69399	0.997477	1411	2	-0.07285
CRLF2	8	0.0068324	0.033224	0.948928	67	6	-0.23526	0.45596	0.69501	0.997477	1412	2	-0.23526
JUN	8	0.014124	0.059686	0.974597	117	4	-0.13753	0.45718	0.69597	0.997477	1413	2	-0.13753
BATF	8	0.56125	0.7677	0.999998	1530	3	0.030765	0.45728	0.69604	0.997477	1414	3	0.030765
EMP2	8	0.10384	0.28177	0.999998	554	5	-0.13802	0.4574	0.69612	0.997477	1415	2	-0.13802
PSMA6	8	0.2689	0.51699	0.999998	997	4	-0.29026	0.45749	0.69619	0.997477	1416	2	-0.29026
PLAC8	8	0.084156	0.24067	0.999998	480	4	-0.12213	0.45826	0.69674	0.997477	1417	3	-0.12213
MCL1	8	0.80374	0.89628	0.999998	1843	2	0.051006	0.45843	0.69687	0.997477	1418	3	0.051006
GPX2	8	0.51437	0.73388	0.999998	1454	3	0.051636	0.45897	0.69724	0.997477	1419	2	0.051636
ITGA11	8	0.030673	0.11461	0.985286	231	4	-0.10624	0.45909	0.69735	0.997477	1420	3	-0.10624
C1QC	8	0.0026976	0.014466	0.858773	34	7	-0.19421	0.46113	0.69871	0.997477	1421	1	-0.19421
TTC21A	8	0.60786	0.80176	0.999998	1595	3	0.0030598	0.46203	0.69935	0.997477	1422	1	0.0030598
RABAC1	8	0.047359	0.15905	0.991029	324	3	-0.0051558	0.46238	0.69957	0.997477	1423	3	-0.0051558
ITGB7	8	0.3936	0.64606	0.999998	1261	3	-0.13217	0.46287	0.69999	0.997477	1424	3	-0.13217
NonTargetingControlGuideForHuman_0071	1	0.53704	0.53633	0.999998	1494	0	0.018102	0.46296	0.46287	0.993934	1425	0	0.018102
KIAA1671	8	0.83181	0.91143	0.999998	1877	2	-0.020404	0.46304	0.70012	0.997477	1426	3	-0.020404
MGLL	8	0.17962	0.40513	0.999998	786	3	-0.018619	0.4632	0.70022	0.997477	1427	3	-0.018619
NonTargetingControlGuideForHuman_0111	1	0.53594	0.53524	0.999998	1492	0	0.022574	0.46406	0.46405	0.993934	1428	0	0.022574
MC5R	8	0.098686	0.27088	0.999998	529	4	-0.085798	0.46419	0.70088	0.997477	1429	3	-0.085798
TREM2	8	0.028466	0.10746	0.985286	216	4	-0.08861	0.46444	0.70106	0.997477	1430	2	-0.08861
FAM19A3	8	0.79011	0.88954	0.999998	1821	2	0.028253	0.46468	0.70123	0.997477	1431	3	0.028253
NFS1	8	0.039862	0.14174	0.985286	290	5	-0.28787	0.46655	0.70259	0.997477	1432	2	-0.28787
TRMT1L	8	0.28058	0.5313	0.999998	1024	3	-0.055711	0.46685	0.7028	0.997477	1433	1	-0.055711
SP110	8	0.18788	0.41597	0.999998	807	3	-0.063404	0.46797	0.70352	0.997477	1434	2	-0.063404
IKBKE	8	0.085068	0.24266	0.999998	485	4	-0.14216	0.46864	0.70396	0.997477	1435	2	-0.14216
NonTargetingControlGuideForHuman_0163	1	0.53133	0.53084	0.999998	1483	0	0.015062	0.46867	0.46834	0.993934	1436	0	0.015062
HIVEP1	8	0.11102	0.29598	0.999998	583	4	-0.085199	0.46894	0.70414	0.997477	1437	2	-0.085199
TUFT1	8	0.2433	0.48551	0.999998	945	3	-0.030439	0.47092	0.70554	0.997477	1438	3	-0.030439
NUPR1	7	0.29036	0.52735	0.999998	1044	3	-0.12657	0.47107	0.6888	0.997477	1439	1	-0.12657
KIR2DL4	8	0.039051	0.14003	0.985286	287	3	-0.024398	0.47167	0.70612	0.997477	1440	2	-0.024398
SLC45A2	8	0.028973	0.10914	0.985286	223	4	-0.12908	0.47221	0.7065	0.997477	1441	3	-0.12908
SDS	8	0.00036258	0.0023635	0.309552	16	6	-0.45039	0.47251	0.70674	0.997477	1442	1	-0.45039
CABLES1	8	0.16851	0.39058	0.999998	762	4	0.0083666	0.47272	0.70689	0.997477	1443	3	0.0083666
RAD9A	8	0.073882	0.21845	0.999998	432	5	-0.28146	0.47281	0.70694	0.997477	1444	2	-0.28146
C5orf54	8	0.52768	0.74314	0.999998	1478	1	0.070833	0.47342	0.70732	0.997477	1445	3	0.070833
OPTN	8	0.10365	0.28142	0.999998	550	4	-0.13928	0.47361	0.70747	0.997477	1446	2	-0.13928
FAM46C	8	0.0049238	0.025373	0.948928	53	3	-0.011574	0.476	0.70915	0.997847	1447	3	-0.011574
SUSD3	8	0.77776	0.88336	0.999998	1805	2	0.019957	0.47606	0.70919	0.997847	1448	2	0.019957
NFKBIZ	8	0.25804	0.50389	0.999998	974	3	-0.025986	0.47617	0.70925	0.997847	1449	3	-0.025986
HAVCR2	8	0.24122	0.48294	0.999998	934	3	-0.060473	0.47665	0.70963	0.997847	1450	2	-0.060473
RIPK3	8	0.57029	0.77402	0.999998	1541	3	-0.063666	0.47884	0.71127	0.999481	1451	3	-0.063666
NonTargetingControlGuideForHuman_0005	1	0.52113	0.52094	0.999998	1467	0	0.0089706	0.47887	0.47859	0.993934	1452	0	0.0089706
NonTargetingControlGuideForHuman_0073	1	0.51945	0.5192	0.999998	1463	0	0.0084985	0.48055	0.48022	0.993934	1453	0	0.0084985
NonTargetingControlGuideForHuman_0173	1	0.51867	0.51846	0.999998	1462	0	0.015324	0.48133	0.48096	0.993934	1454	0	0.015324
TOR1B	8	0.0054408	0.027683	0.948928	58	3	-0.013275	0.48136	0.71293	0.999998	1455	3	-0.013275
OASL	8	0.47724	0.70716	0.999998	1405	1	0.05135	0.48206	0.71343	0.999998	1456	3	0.05135
HIST2H2AB	8	0.28775	0.5397	0.999998	1043	4	-0.077805	0.48339	0.7144	0.999998	1457	2	-0.077805
ZNF543	8	0.13286	0.33828	0.999998	668	4	-0.11511	0.48456	0.7152	0.999998	1458	2	-0.11511
SYT17	8	0.15576	0.37348	0.999998	726	4	-0.084383	0.48549	0.71587	0.999998	1459	3	-0.084383
IFNGR1	7	0.031311	0.10705	0.985286	236	3	0.082922	0.48673	0.70234	0.997477	1460	3	0.082922
PPIF	8	0.013682	0.057964	0.974597	114	5	-0.12356	0.48804	0.71785	0.999998	1461	2	-0.12356
NOD2	8	0.16373	0.38408	0.999998	751	4	-0.081352	0.48944	0.71888	0.999998	1462	3	-0.081352
NonTargetingControlGuideForHuman_0174	1	0.51023	0.51015	0.999998	1449	0	0.0053076	0.48977	0.48951	0.993934	1463	0	0.0053076
F2RL2	8	0.40223	0.65247	0.999998	1273	3	-0.015956	0.49022	0.71939	0.999998	1464	3	-0.015956
CCL5	8	0.029443	0.11066	0.985286	227	6	-0.1745	0.4915	0.72031	0.999998	1465	1	-0.1745
TCTEX1D1	8	0.82776	0.90916	0.999998	1873	2	0.027608	0.49234	0.72092	0.999998	1466	3	0.027608
IL1R2	8	0.01812	0.073463	0.985286	145	5	-0.10536	0.49436	0.72224	0.999998	1467	2	-0.10536
NDN	8	0.30562	0.56035	0.999998	1088	4	-0.081065	0.4967	0.72385	0.999998	1468	2	-0.081065
XDH	8	0.1333	0.33915	0.999998	669	5	-0.10444	0.4977	0.72443	0.999998	1469	3	-0.10444
TNNI1	8	0.21844	0.45425	0.999998	881	3	-0.0093764	0.49842	0.72491	0.999998	1470	3	-0.0093764
THTPA	8	0.21854	0.45438	0.999998	882	3	-0.057106	0.49892	0.72527	0.999998	1471	2	-0.057106
NonTargetingControlGuideForHuman_0160	1	0.50107	0.50104	0.999998	1443	0	0.00043492	0.49893	0.49884	0.993934	1472	0	0.00043492
GREM1	8	0.23265	0.47218	0.999998	911	4	-0.10598	0.49949	0.72565	0.999998	1473	3	-0.10598
HOMEZ	8	0.12337	0.32014	0.999998	625	4	-0.11586	0.49977	0.72586	0.999998	1474	1	-0.11586
PFKFB3	8	0.20943	0.44308	0.999998	860	3	0.025477	0.5003	0.72626	0.999998	1475	3	0.025477
H1F0	8	0.024916	0.096185	0.985286	194	2	0.046681	0.50089	0.7267	0.999998	1476	3	0.046681
NonTargetingControlGuideForHuman_0166	1	0.49808	0.49795	0.999998	1437	0	-0.00062457	0.50192	0.5019	0.993934	1477	0	-0.00062457
NRL	8	0.096196	0.26578	0.999998	523	2	0.020451	0.50322	0.72847	0.999998	1478	3	0.020451
ZC3HAV1	8	0.17632	0.4009	0.999998	778	4	-0.016825	0.50487	0.7297	0.999998	1479	2	-0.016825
DHFRL1	8	0.35329	0.61594	0.999998	1196	4	-0.080124	0.50597	0.73044	0.999998	1480	2	-0.080124
ANXA2R	8	0.079042	0.22952	0.999998	449	5	-0.20725	0.50619	0.73057	0.999998	1481	2	-0.20725
RIMBP3	8	0.13033	0.33365	0.999998	656	4	-0.075677	0.50711	0.73118	0.999998	1482	3	-0.075677
CCND3	8	0.61354	0.80585	0.999998	1605	2	-0.026802	0.50759	0.73148	0.999998	1483	3	-0.026802
SEC14L2	8	0.15862	0.3772	0.999998	739	3	-0.049494	0.50905	0.73252	0.999998	1484	2	-0.049494
CCL4	8	0.44458	0.6833	0.999998	1350	2	-0.0062119	0.50953	0.73285	0.999998	1485	3	-0.0062119
ZNF140	8	0.76061	0.87511	0.999998	1784	2	-0.032145	0.51016	0.73325	0.999998	1486	2	-0.032145
AKAP3	8	0.33272	0.59216	0.999998	1159	3	0.027301	0.51035	0.7334	0.999998	1487	2	0.027301
PNRC1	8	0.074454	0.21974	0.999998	435	5	-0.26207	0.5105	0.73347	0.999998	1488	3	-0.26207
B3GNT5	8	0.58664	0.78598	0.999998	1567	3	0.025038	0.51072	0.73363	0.999998	1489	2	0.025038
CBLN3	8	0.60561	0.80015	0.999998	1592	3	0.01175	0.51099	0.73378	0.999998	1490	3	0.01175
DUSP5	8	0.0029873	0.016013	0.864306	37	5	-0.31692	0.51155	0.7342	0.999998	1491	1	-0.31692
IFIT1	8	0.18164	0.40772	0.999998	788	4	-0.064786	0.51238	0.73477	0.999998	1492	1	-0.064786
C16orf52	8	0.38159	0.63741	0.999998	1239	2	0.046825	0.51405	0.73592	0.999998	1493	3	0.046825
CLIC5	8	0.32698	0.5855	0.999998	1139	4	-0.072709	0.51504	0.73659	0.999998	1494	3	-0.072709
NonTargetingControlGuideForHuman_0068	1	0.48458	0.48441	0.999998	1416	0	-0.0050805	0.51542	0.51532	0.993934	1495	0	-0.0050805
TMEM217	8	0.42439	0.66823	0.999998	1315	3	-0.040444	0.5155	0.73692	0.999998	1496	3	-0.040444
NonTargetingControlGuideForHuman_0095	1	0.48445	0.48424	0.999998	1415	0	-0.0064479	0.51555	0.51545	0.993934	1497	0	-0.0064479
ENG	8	0.10523	0.28445	0.999998	558	3	-0.0072648	0.51711	0.738	0.999998	1498	3	-0.0072648
LRP12	8	0.057258	0.18151	0.992426	375	5	-0.25132	0.51735	0.73818	0.999998	1499	2	-0.25132
RGAG4	8	0.0085382	0.039536	0.96214	82	2	0.016514	0.51789	0.73851	0.999998	1500	3	0.016514
VEGFC	8	0.12461	0.32256	0.999998	630	3	-0.021656	0.51872	0.73906	0.999998	1501	3	-0.021656
SCG3	8	0.084703	0.24187	0.999998	483	4	-0.094586	0.51953	0.73968	0.999998	1502	3	-0.094586
FGD2	8	0.059623	0.18672	0.998784	382	4	-0.16827	0.51969	0.73978	0.999998	1503	3	-0.16827
NonTargetingControlGuideForHuman_0191	1	0.48016	0.47993	0.999998	1410	0	-0.0095004	0.51984	0.51957	0.993934	1504	0	-0.0095004
ACSL4	8	0.088082	0.24922	0.999998	493	2	-0.032373	0.5214	0.74097	0.999998	1505	2	-0.032373
S1PR3	8	0.010523	0.046601	0.974597	93	4	-0.15443	0.52172	0.74122	0.999998	1506	2	-0.15443
CISH	8	0.2927	0.5457	0.999998	1051	2	-0.049647	0.52281	0.74189	0.999998	1507	2	-0.049647
C15orf48	8	0.7973	0.89312	0.999998	1832	2	0.027509	0.52363	0.74247	0.999998	1508	3	0.027509
SYNE2	8	0.25105	0.49523	0.999998	955	4	-0.14217	0.52386	0.74262	0.999998	1509	3	-0.14217
HIST1H2BD	8	0.075633	0.22227	0.999998	439	4	-0.20537	0.52401	0.74272	0.999998	1510	2	-0.20537
SYTL2	8	0.11158	0.29716	0.999998	586	5	-0.17399	0.52475	0.74319	0.999998	1511	2	-0.17399
ADAMTS7	8	0.20899	0.44267	0.999998	857	3	0.038208	0.52498	0.74332	0.999998	1512	2	0.038208
SEC22B	8	0.10221	0.2784	0.999998	542	4	-0.15206	0.52623	0.74411	0.999998	1513	2	-0.15206
BRSK1	8	0.28562	0.53724	0.999998	1036	3	-0.025032	0.52642	0.74428	0.999998	1514	2	-0.025032
SRXN1	8	0.43708	0.67771	0.999998	1337	1	0.07256	0.52658	0.74439	0.999998	1515	3	0.07256
SQLE	8	0.0051521	0.02637	0.948928	55	7	-0.3852	0.5266	0.7444	0.999998	1516	1	-0.3852
SLAMF1	8	0.30759	0.5626	0.999998	1095	4	-0.077665	0.52698	0.74466	0.999998	1517	2	-0.077665
ACRC	8	0.62847	0.81678	0.999998	1624	3	-0.043311	0.52738	0.74493	0.999998	1518	3	-0.043311
