sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibA_02743	ARHGAP27	5113.3	5982.1	5113.3	5982.1	0.22637	3.7745e+05	2.2655e+05	1.8254	0.96603	0.03397	0.067941	0.16565	True
brunello_SOCS1_1	SOCS1	7415.8	8486.3	7415.8	8486.3	0.1945	5.7294e+05	3.4392e+05	1.8253	0.96602	0.033977	0.067953	0.16565	True
brunello_CD109_3	CD109	4652.5	3828.8	4652.5	3828.8	-0.28105	3.3925e+05	2.0376e+05	1.8248	0.034017	0.96598	0.068034	0.16582	False
brunello_GMPR_2	GMPR	2666.6	2064	2666.6	2064	-0.3694	1.8157e+05	1.0908e+05	1.8246	0.034034	0.96597	0.068068	0.16588	False
brunello_CHAC2_2	CHAC2	2819.5	2197.9	2819.5	2197.9	-0.35919	1.9322e+05	1.1613e+05	1.8242	0.034062	0.96594	0.068124	0.16599	False
HGLibA_64087	ZNF322	5076.8	4212.2	5076.8	4212.2	-0.26927	3.7371e+05	2.2474e+05	1.8237	0.034101	0.9659	0.068203	0.16614	False
brunello_MKX_4	MKX	4841	3999.2	4841	3999.2	-0.27551	3.5427e+05	2.1305e+05	1.8236	0.034104	0.9659	0.068207	0.16614	False
brunello_HERC5_2	HERC5	3762.7	4493.2	3762.7	4493.2	0.25591	2.6681e+05	1.6055e+05	1.8231	0.96585	0.034147	0.068293	0.16632	True
moffat_IDO2_1	IDO2	5877.8	6815.8	5877.8	6815.8	0.21357	4.3992e+05	2.6492e+05	1.8224	0.9658	0.034198	0.068396	0.16655	True
brunello_ZFP3_3	ZFP3	5712.1	4789.3	5712.1	4789.3	-0.25415	4.2574e+05	2.5655e+05	1.8218	0.034243	0.96576	0.068485	0.16674	False
brunello_NR4A3_3	NR4A3	3333.5	4015.5	3333.5	4015.5	0.26844	2.3251e+05	1.4015e+05	1.8216	0.96574	0.034261	0.068522	0.16679	True
HGLibA_36644	MARCKS	3443	2748.6	3443	2748.6	-0.32486	2.4109e+05	1.4532e+05	1.8215	0.034263	0.96574	0.068526	0.16679	False
HGLibA_38113	MREG	2653.8	3253.7	2653.8	3253.7	0.29394	1.7996e+05	1.0849e+05	1.8214	0.96573	0.034273	0.068547	0.16681	True
brunello_SLC7A1_4	SLC7A1	6299.1	7273.3	6299.1	7273.3	0.20743	4.745e+05	2.8633e+05	1.8205	0.96566	0.034338	0.068677	0.1671	True
HGLibA_16235	EPAS1	4985	5839.1	4985	5839.1	0.22811	3.6473e+05	2.2018e+05	1.8202	0.96563	0.034367	0.068734	0.16719	True
HGLibA_18311	FEZ1	8358	9499.5	8358	9499.5	0.18468	6.5157e+05	3.9336e+05	1.8201	0.96563	0.03437	0.068739	0.16719	True
HGLibA_63841	ZNF189	6872.3	7895	6872.3	7895	0.20013	5.2299e+05	3.1575e+05	1.8201	0.96563	0.034373	0.068746	0.16719	True
brunello_ASPA_1	ASPA	2663.7	2063	2663.7	2063	-0.36851	1.804e+05	1.0895e+05	1.8198	0.034395	0.96561	0.06879	0.16727	False
brunello_PHACTR4_2	PHACTR4	4540.1	5350.2	4540.1	5350.2	0.23683	3.2817e+05	1.9824e+05	1.8195	0.96559	0.034414	0.068828	0.16732	True
HGLibB_22101	HS3ST3B1	6067.2	5113.9	6067.2	5113.9	-0.24657	4.5444e+05	2.7453e+05	1.8195	0.034415	0.96558	0.068831	0.16732	False
moffat_RUFY4_6	RUFY4	7878.5	8982.3	7878.5	8982.3	0.18913	6.0912e+05	3.6811e+05	1.8192	0.96556	0.034441	0.068882	0.16742	True
HGLibB_55937	ZNF441	3059.3	3708.1	3059.3	3708.1	0.27742	2.1051e+05	1.2727e+05	1.8188	0.96553	0.03447	0.06894	0.16753	True
brunello_ZNF229_1	ZNF229	3258.6	2586.4	3258.6	2586.4	-0.33319	2.2592e+05	1.3661e+05	1.8186	0.034483	0.96552	0.068965	0.16755	False
brunello_LYPD3_2	LYPD3	1490.7	1924	1490.7	1924	0.36797	93910	56788	1.8186	0.96552	0.034485	0.068969	0.16755	True
brunello_NCOA3_1	NCOA3	4924.8	4077.3	4924.8	4077.3	-0.27239	3.5913e+05	2.172e+05	1.8185	0.034494	0.96551	0.068989	0.16757	False
HGLibB_43523	SERPINE1	3773.5	4503.3	3773.5	4503.3	0.25501	2.6629e+05	1.6107e+05	1.8184	0.9655	0.034505	0.06901	0.16759	True
HGLibA_33397	KLHDC7B	4663.4	5485.1	4663.4	5485.1	0.2341	3.3761e+05	2.043e+05	1.818	0.96547	0.034532	0.069065	0.1677	True
HGLibA_31113	IGFBP4	3492.4	4190.9	3492.4	4190.9	0.26299	2.4399e+05	1.4766e+05	1.8179	0.96546	0.034542	0.069084	0.16772	True
HGLibA_33021	KIAA1279	2720.9	2113.7	2720.9	2113.7	-0.36414	1.8433e+05	1.1158e+05	1.8177	0.034555	0.96544	0.06911	0.16776	False
brunello_PEAK1_2	PEAK1	2385.5	1821.6	2385.5	1821.6	-0.38887	1.5897e+05	96259	1.8174	0.03458	0.96542	0.069159	0.16785	False
HGLibA_07725	CCDC181	2156.6	1623.8	2156.6	1623.8	-0.40913	1.4191e+05	85955	1.8172	0.034596	0.9654	0.069193	0.16791	False
brunello_ZNF772_3	ZNF772	3081	2430.2	3081	2430.2	-0.34221	2.1178e+05	1.2828e+05	1.8171	0.034604	0.9654	0.069208	0.16792	False
sgKIAA0040_2	KIAA0040	3583.1	4291.3	3583.1	4291.3	0.26014	2.5078e+05	1.5198e+05	1.8166	0.96536	0.034637	0.069274	0.16803	True
HGLibA_33606	KMO	1347.6	1756.7	1347.6	1756.7	0.3822	83672	50709	1.8166	0.96536	0.034638	0.069276	0.16803	True
brunello_PARP12_3	PARP12	2579.8	1991	2579.8	1991	-0.37361	1.7335e+05	1.051e+05	1.8162	0.034667	0.96533	0.069335	0.16814	False
HGLibA_37649	MKX	4998.8	5852.3	4998.8	5852.3	0.22737	3.642e+05	2.2087e+05	1.816	0.96532	0.034685	0.06937	0.1682	True
brunello_LRRC32_4	LRRC32	3084.9	2434.2	3084.9	2434.2	-0.34165	2.1171e+05	1.2847e+05	1.8154	0.034728	0.96527	0.069456	0.16838	False
HGLibB_57047	NonTargetingControlGuideForHuman_0019	16553	18224	16553	18224	0.13874	1.3961e+06	8.4739e+05	1.8152	0.96526	0.034744	0.069487	0.16843	True
brunello_NFKBID_3	NFKBID	1387.1	971.66	1387.1	971.66	-0.51308	86287	52379	1.8151	0.034751	0.96525	0.069502	0.16843	False
brunello_CD207_1	CD207	2354.9	2914	2354.9	2914	0.30721	1.5629e+05	94875	1.8151	0.96525	0.034753	0.069506	0.16843	True
HGLibA_48545	RAPGEF5	6385.9	7364.5	6385.9	7364.5	0.20568	4.7887e+05	2.9077e+05	1.8149	0.96523	0.034771	0.069541	0.16848	True
HGLibA_22382	HIST1H2AC	6889	7910.2	6889	7910.2	0.19939	5.214e+05	3.1661e+05	1.8148	0.96522	0.034775	0.06955	0.16848	True
HGLibA_63641	ZKSCAN4	6232	7197.2	6232	7197.2	0.20771	4.6579e+05	2.8291e+05	1.8146	0.96521	0.034791	0.069582	0.16852	True
HGLibB_57034	NonTargetingControlGuideForHuman_0006	9724.4	8485.3	9724.4	8485.3	-0.19662	7.6764e+05	4.6626e+05	1.8146	0.034793	0.96521	0.069586	0.16852	False
brunello_SLC7A11_3	SLC7A11	3871.2	4609.8	3871.2	4609.8	0.25187	2.7277e+05	1.6576e+05	1.8141	0.96517	0.034828	0.069655	0.16866	True
HGLibA_21306	GRIN2C	1520.3	1083.2	1520.3	1083.2	-0.4886	95500	58055	1.8138	0.034852	0.96515	0.069704	0.16874	False
brunello_CXCL11_3	CXCL11	5123.1	4258.9	5123.1	4258.9	-0.26649	3.7346e+05	2.2704e+05	1.8138	0.034856	0.96514	0.069712	0.16874	False
brunello_WDR5B_4	WDR5B	6672	5669.7	6672	5669.7	-0.23481	5.0229e+05	3.0543e+05	1.8136	0.034872	0.96513	0.069745	0.16879	False
brunello_LOC388813_2	LOC388813	2006.6	1496	2006.6	1496	-0.42339	1.3035e+05	79275	1.8135	0.03488	0.96512	0.06976	0.1688	False
HGLibA_03043	ARMCX3	3603.8	2894.7	3603.8	2894.7	-0.31603	2.5145e+05	1.5297e+05	1.8132	0.034903	0.9651	0.069805	0.16889	False
HGLibB_31226	NCAPG	2256.2	2801.4	2256.2	2801.4	0.3121	1.486e+05	90425	1.8129	0.96508	0.034922	0.069844	0.16895	True
brunello_PARP14_3	PARP14	2587.7	1999.1	2587.7	1999.1	-0.37215	1.7322e+05	1.0547e+05	1.8124	0.034959	0.96504	0.069918	0.16911	False
sgC17orf67_8	C17orf67	2472.3	1898.7	2472.3	1898.7	-0.38066	1.645e+05	1.002e+05	1.812	0.034991	0.96501	0.069982	0.16924	False
HGLibA_02845	ARHGEF3	7144.5	8185.1	7144.5	8185.1	0.19613	5.4134e+05	3.2983e+05	1.8118	0.96499	0.035009	0.070019	0.1693	True
HGLibA_47933	PXDC1	3749.9	3025.5	3749.9	3025.5	-0.30955	2.6232e+05	1.5994e+05	1.8111	0.03506	0.96494	0.070121	0.16952	False
HGLibB_43139	SEC14L2	5676.6	6590.7	5676.6	6590.7	0.21537	4.1777e+05	2.5476e+05	1.811	0.96493	0.03507	0.070139	0.16953	True
brunello_IKBKE_1	IKBKE	2958.6	3592.5	2958.6	3592.5	0.27997	2.0089e+05	1.2258e+05	1.8104	0.96489	0.035114	0.070227	0.16972	True
brunello_F2RL2_3	F2RL2	3528.9	4228.4	3528.9	4228.4	0.26086	2.4471e+05	1.494e+05	1.8099	0.96485	0.035152	0.070305	0.16986	True
HGLibA_52803	SLC1A4	3815.9	4546.9	3815.9	4546.9	0.25279	2.6716e+05	1.6311e+05	1.8099	0.96485	0.035153	0.070306	0.16986	True
brunello_PSMB11_4	PSMB11	4460.2	3662.5	4460.2	3662.5	-0.2842	3.1814e+05	1.9433e+05	1.8095	0.035187	0.96481	0.070375	0.16997	False
brunello_MXD1_2	MXD1	2715	3318.7	2715	3318.7	0.28957	1.8222e+05	1.1131e+05	1.8095	0.96481	0.035188	0.070376	0.16997	True
HGLibA_50537	RRH	6674	7673.9	6674	7673.9	0.20138	4.9992e+05	3.0554e+05	1.809	0.96477	0.035227	0.070454	0.17014	True
HGLibA_17636	FAM53A	4590.4	3780.1	4590.4	3780.1	-0.28011	3.2825e+05	2.0071e+05	1.8085	0.03526	0.96474	0.070521	0.17027	False
HGLibA_44107	PDE6H	5616.4	6523.7	5616.4	6523.7	0.21601	4.1162e+05	2.5173e+05	1.8084	0.96473	0.035272	0.070544	0.1703	True
brunello_SLCO5A1_3	SLCO5A1	3368.1	4048.9	3368.1	4048.9	0.26555	2.3179e+05	1.4178e+05	1.8082	0.96472	0.035284	0.070569	0.17033	True
HGLibA_16568	ESM1	10989	9666.9	10989	9666.9	-0.18493	8.7411e+05	5.3489e+05	1.8079	0.035314	0.96469	0.070627	0.17045	False
brunello_ZNFX1_2	ZNFX1	3982.7	4730.5	3982.7	4730.5	0.2482	2.7962e+05	1.7113e+05	1.8077	0.96468	0.035323	0.070646	0.17047	True
moffat_CD300E_4	CD300E	3273.4	2603.6	3273.4	2603.6	-0.33015	2.2428e+05	1.3731e+05	1.8074	0.035348	0.96465	0.070695	0.17056	False
HGLibA_07905	CCDC87	3482.5	2789.2	3482.5	2789.2	-0.32016	2.4032e+05	1.472e+05	1.807	0.035379	0.96462	0.070758	0.17066	False
brunello_TAGAP_2	TAGAP	5246.4	6119	5246.4	6119	0.22192	3.807e+05	2.3319e+05	1.807	0.96462	0.035382	0.070764	0.17066	True
HGLibB_28988	MEX3B	8476.4	7334.1	8476.4	7334.1	-0.2088	6.524e+05	3.9962e+05	1.807	0.035385	0.96462	0.07077	0.17066	False
brunello_NUDCD1_2	NUDCD1	4338.8	3555	4338.8	3555	-0.28739	3.072e+05	1.884e+05	1.8059	0.03547	0.96453	0.070941	0.17104	False
HGLibA_08827	CDKN1C	3130.3	2477.8	3130.3	2477.8	-0.3371	2.1286e+05	1.3059e+05	1.8055	0.035497	0.9645	0.070994	0.17114	False
brunello_SOCS1_3	SOCS1	1345.6	1751.6	1345.6	1751.6	0.38015	82410	50626	1.8043	0.96441	0.035589	0.071178	0.17155	True
brunello_TTC39B_1	TTC39B	6483.6	5502.4	6483.6	5502.4	-0.2367	4.8138e+05	2.9577e+05	1.8042	0.035599	0.9644	0.071198	0.17155	False
brunello_PLAC8_1	PLAC8	3807.1	4534.8	3807.1	4534.8	0.25228	2.6476e+05	1.6268e+05	1.8041	0.9644	0.035605	0.07121	0.17155	True
brunello_CHRNA10_4	CHRNA10	2994.2	3630	2994.2	3630	0.27775	2.0217e+05	1.2423e+05	1.8041	0.96439	0.03561	0.071221	0.17155	True
HGLibB_57029	NonTargetingControlGuideForHuman_0001	10586	9293.7	10586	9293.7	-0.18777	8.3457e+05	5.1288e+05	1.804	0.035615	0.96438	0.07123	0.17155	False
HGLibB_45190	SLC52A1	6435.2	7412.2	6435.2	7412.2	0.20388	4.7725e+05	2.9329e+05	1.804	0.96438	0.035615	0.071231	0.17155	True
HGLibA_03572	ATP13A3	3823.8	3094.5	3823.8	3094.5	-0.30523	2.6597e+05	1.6349e+05	1.8038	0.035632	0.96437	0.071264	0.17161	False
brunello_SSB_4	SSB	3227	2564	3227	2564	-0.33165	2.1974e+05	1.3513e+05	1.8034	0.03566	0.96434	0.07132	0.17172	False
HGLibB_03786	ATP8B4	5098.5	4241.6	5098.5	4241.6	-0.26538	3.6707e+05	2.2582e+05	1.8031	0.035688	0.96431	0.071376	0.1718	False
HGLibA_64559	NonTargetingControlGuideForHuman_0176	10790	12095	10790	12095	0.16473	8.5179e+05	5.2401e+05	1.8031	0.96431	0.035689	0.071378	0.1718	True
HGLibB_17777	FOSL1	5292.8	6167.7	5292.8	6167.7	0.22066	3.8273e+05	2.355e+05	1.8029	0.96429	0.035705	0.07141	0.17185	True
HGLibA_40637	NOTCH3	1877.4	2366.3	1877.4	2366.3	0.33372	1.195e+05	73568	1.8024	0.96426	0.035741	0.071481	0.172	True
brunello_PLEK2_4	PLEK2	3590	4293.4	3590	4293.4	0.25804	2.4733e+05	1.5231e+05	1.8022	0.96424	0.035759	0.071519	0.17206	True
HGLibA_62292	WDFY1	7124.8	6091.6	7124.8	6091.6	-0.22599	5.3373e+05	3.2881e+05	1.8018	0.035789	0.96421	0.071578	0.17218	False
HGLibB_19117	GJA3	8138	9251.1	8138	9251.1	0.18492	6.1945e+05	3.8175e+05	1.8015	0.96419	0.035814	0.071628	0.17227	True
brunello_TXNIP_1	TXNIP	2262.1	2804.4	2262.1	2804.4	0.30989	1.4703e+05	90691	1.8007	0.96413	0.035875	0.071749	0.17253	True
HGLibA_07968	CCL13	1640.6	2093.4	1640.6	2093.4	0.35144	1.0252e+05	63238	1.8006	0.96412	0.03588	0.07176	0.17253	True
HGLibB_12060	CYP1B1	5112.3	5968.9	5112.3	5968.9	0.22346	3.6692e+05	2.265e+05	1.8	0.96407	0.035933	0.071866	0.17276	True
HGLibB_49564	TLK2	7284.6	6239.7	7284.6	6239.7	-0.22334	5.4592e+05	3.371e+05	1.7997	0.035953	0.96405	0.071906	0.17283	False
brunello_P2RX4_2	P2RX4	3540.7	2844	3540.7	2844	-0.31602	2.4271e+05	1.4996e+05	1.7992	0.035996	0.964	0.071993	0.17301	False
HGLibB_38390	PREPL	6305	7268.2	6305	7268.2	0.20507	4.6386e+05	2.8663e+05	1.7991	0.96399	0.036005	0.072011	0.17303	True
HGLibA_11020	CPT1B	3025.7	3663.5	3025.7	3663.5	0.27586	2.0338e+05	1.257e+05	1.7988	0.96398	0.036022	0.072044	0.17306	True
brunello_TNNT2_2	TNNT2	4409.8	3621.9	4409.8	3621.9	-0.2839	3.1042e+05	1.9187e+05	1.7988	0.036025	0.96398	0.072049	0.17306	False
HGLibA_47078	PRR16	7809.5	6723.5	7809.5	6723.5	-0.21598	5.8965e+05	3.6449e+05	1.7987	0.036029	0.96397	0.072059	0.17306	False
HGLibA_14026	DSG2	3822.9	4550	3822.9	4550	0.25114	2.6434e+05	1.6344e+05	1.7985	0.96395	0.036046	0.072091	0.1731	True
brunello_TIMP3_3	TIMP3	4415.8	5204.2	4415.8	5204.2	0.23695	3.1078e+05	1.9216e+05	1.7985	0.96395	0.036048	0.072096	0.1731	True
HGLibA_40616	NOS2	2744.6	3348.1	2744.6	3348.1	0.28666	1.8211e+05	1.1267e+05	1.798	0.96391	0.036092	0.072183	0.17328	True
brunello_UPP2_1	UPP2	3155	3807.5	3155	3807.5	0.27115	2.1292e+05	1.3175e+05	1.7978	0.9639	0.036101	0.072202	0.1733	True
HGLibB_34844	P2RY6	4680.2	5494.2	4680.2	5494.2	0.23132	3.3136e+05	2.0512e+05	1.7975	0.96387	0.036131	0.072262	0.17337	True
HGLibB_15204	EOMES	6203.4	5249.8	6203.4	5249.8	-0.24075	4.5466e+05	2.8145e+05	1.7974	0.036133	0.96387	0.072266	0.17337	False
HGLibA_37678	MLKL	5590.7	6490.2	5590.7	6490.2	0.2152	4.0455e+05	2.5044e+05	1.7974	0.96387	0.036134	0.072268	0.17337	True
HGLibA_15285	DYSF	2538.4	3115.8	2538.4	3115.8	0.29559	1.6671e+05	1.0321e+05	1.7974	0.96386	0.03614	0.07228	0.17338	True
brunello_BLZF1_1	BLZF1	838.56	528.43	838.56	528.43	-0.6652	48091	29777	1.7972	0.036149	0.96385	0.072298	0.17339	False
HGLibB_13439	DNAAF1	3100.7	3746.7	3100.7	3746.7	0.27293	2.0864e+05	1.2921e+05	1.7971	0.96384	0.036161	0.072322	0.17342	True
brunello_IRGM_4	IRGM	5103.4	5957.8	5103.4	5957.8	0.22327	3.6497e+05	2.2606e+05	1.7969	0.96383	0.036173	0.072346	0.17346	True
HGLibA_59134	TNK2	5181.3	6043	5181.3	6043	0.22189	3.712e+05	2.2994e+05	1.7968	0.96382	0.03618	0.072359	0.17346	True
brunello_RIMBP3_4	RIMBP3	4716.7	5533.8	4716.7	5533.8	0.23046	3.3385e+05	2.0692e+05	1.7964	0.96378	0.036219	0.072438	0.17361	True
brunello_P2RY14_2	P2RY14	2491	1920	2491	1920	-0.37547	1.6304e+05	1.0105e+05	1.7963	0.036222	0.96378	0.072443	0.17361	False
HGLibA_63222	ZBTB9	4994.9	4151.4	4994.9	4151.4	-0.2668	3.5575e+05	2.2067e+05	1.7956	0.036277	0.96372	0.072554	0.17382	False
HGLibA_06125	C2orf42	4381.2	3597.6	4381.2	3597.6	-0.28424	3.0706e+05	1.9047e+05	1.7956	0.036278	0.96372	0.072556	0.17382	False
HGLibA_34270	LAMP3	5567.1	4670.7	5567.1	4670.7	-0.25324	4.0177e+05	2.4925e+05	1.7955	0.036286	0.96371	0.072573	0.17382	False
HGLibA_39127	MYO1G	4591.4	5395.9	4591.4	5395.9	0.23288	3.236e+05	2.0076e+05	1.7955	0.96371	0.036289	0.072577	0.17382	True
HGLibB_11715	CTSS	5430.9	6314.8	5430.9	6314.8	0.2175	3.906e+05	2.4241e+05	1.7952	0.96369	0.036315	0.072629	0.17392	True
HGLibA_03958	B3GALT2	3392.7	2714.2	3392.7	2714.2	-0.32183	2.3023e+05	1.4294e+05	1.7948	0.036345	0.96366	0.072689	0.17403	False
brunello_SLC25A30_1	SLC25A30	5224.7	4360.3	5224.7	4360.3	-0.26088	3.7362e+05	2.3211e+05	1.7943	0.036384	0.96362	0.072769	0.17418	False
HGLibA_64534	NonTargetingControlGuideForHuman_0151	14436	15965	14436	15965	0.14526	1.1695e+06	7.2666e+05	1.7941	0.9636	0.036399	0.072799	0.17418	True
brunello_IFI30_4	IFI30	6130.4	5184.9	6130.4	5184.9	-0.24162	4.4697e+05	2.7774e+05	1.7941	0.036401	0.9636	0.072802	0.17418	False
HGLibA_49738	RND3	3890.9	3158.4	3890.9	3158.4	-0.30083	2.683e+05	1.6671e+05	1.7941	0.036401	0.9636	0.072802	0.17418	False
brunello_KCTD11_3	KCTD11	6174.8	5225.5	6174.8	5225.5	-0.24079	4.506e+05	2.8e+05	1.794	0.036403	0.9636	0.072806	0.17418	False
HGLibB_24620	KIAA0825	5110.3	5963.8	5110.3	5963.8	0.2228	3.6427e+05	2.264e+05	1.7938	0.96358	0.036419	0.072838	0.17423	True
HGLibB_56510	ZNF701	7419.8	6367.5	7419.8	6367.5	-0.22062	5.5364e+05	3.4413e+05	1.7938	0.036424	0.96358	0.072849	0.17423	False
brunello_KYNU_4	KYNU	7149.5	8180	7149.5	8180	0.19424	5.3098e+05	3.3008e+05	1.7937	0.96357	0.036433	0.072865	0.17424	True
brunello_HSPA6_1	HSPA6	3606.8	4308.6	3606.8	4308.6	0.25642	2.4624e+05	1.5311e+05	1.7935	0.96355	0.036448	0.072896	0.17427	True
HGLibA_01411	AKAP12	4970.2	4130.1	4970.2	4130.1	-0.26708	3.5292e+05	2.1945e+05	1.7934	0.036451	0.96355	0.072902	0.17427	False
HGLibA_32282	JRKL	3350.3	4023.6	3350.3	4023.6	0.26411	2.2664e+05	1.4094e+05	1.7934	0.96354	0.036457	0.072913	0.17427	True
brunello_KPNA7_3	KPNA7	2249.3	1711.1	2249.3	1711.1	-0.3944	1.4486e+05	90114	1.7931	0.03648	0.96352	0.072961	0.17436	False
brunello_UBQLNL_1	UBQLNL	4759.1	3939.4	4759.1	3939.4	-0.27265	3.3596e+05	2.0901e+05	1.793	0.036489	0.96351	0.072978	0.17437	False
brunello_LTF_1	LTF	2742.6	3344	2742.6	3344	0.28595	1.8085e+05	1.1258e+05	1.7925	0.96347	0.036529	0.073057	0.17454	True
HGLibA_14015	DSE	2107.3	2625.9	2107.3	2625.9	0.31732	1.345e+05	83751	1.7922	0.96345	0.03655	0.0731	0.17459	True
brunello_PSME2_4	PSME2	953	620.73	953	620.73	-0.61771	55203	34374	1.7922	0.036552	0.96345	0.073103	0.17459	False
HGLibA_45480	PLK2	5166.5	4308.6	5166.5	4308.6	-0.26193	3.6804e+05	2.292e+05	1.7921	0.036561	0.96344	0.073123	0.1746	False
HGLibA_60859	UBD	4746.3	3928.2	4746.3	3928.2	-0.27285	3.3459e+05	2.0838e+05	1.792	0.036564	0.96344	0.073128	0.1746	False
brunello_SSTR2_1	SSTR2	1808.3	2284.1	1808.3	2284.1	0.33681	1.1318e+05	70537	1.7914	0.96339	0.036614	0.073228	0.17481	True
brunello_ZNF844_1	ZNF844	3629.5	2926.1	3629.5	2926.1	-0.31068	2.4735e+05	1.5419e+05	1.7912	0.036629	0.96337	0.073258	0.17485	False
brunello_APOBEC3G_4	APOBEC3G	3345.4	2673.6	3345.4	2673.6	-0.32328	2.2565e+05	1.4071e+05	1.7909	0.036654	0.96335	0.073308	0.17492	False
brunello_PLA2G7_4	PLA2G7	1426.5	1842.9	1426.5	1842.9	0.36923	86681	54054	1.7909	0.96334	0.036658	0.073315	0.17492	True
HGLibB_22543	IER3	3697.6	2987	3697.6	2987	-0.30779	2.5246e+05	1.5744e+05	1.7908	0.036661	0.96334	0.073322	0.17492	False
HGLibB_57075	NonTargetingControlGuideForHuman_0047	15205	16776	15205	16776	0.14187	1.2344e+06	7.7025e+05	1.7903	0.9633	0.036703	0.073405	0.1751	True
brunello_C12orf74_1	C12orf74	3330.6	4000.2	3330.6	4000.2	0.26424	2.2423e+05	1.4001e+05	1.7897	0.96325	0.03675	0.073499	0.17528	True
brunello_CLDND1_1	CLDND1	2550.2	1973.7	2550.2	1973.7	-0.36952	1.6616e+05	1.0375e+05	1.7897	0.036753	0.96325	0.073505	0.17528	False
HGLibA_54489	SOS1	7661.5	6592.7	7661.5	6592.7	-0.21673	5.7118e+05	3.5674e+05	1.7895	0.03677	0.96323	0.073539	0.17533	False
HGLibB_26328	LGALS3BP	4899.2	5730.6	4899.2	5730.6	0.2261	3.456e+05	2.1593e+05	1.7892	0.9632	0.036795	0.07359	0.17543	True
brunello_BARD1_1	BARD1	498.2	267.76	498.2	267.76	-0.89329	26551	16603	1.7891	0.036802	0.9632	0.073605	0.17544	False
HGLibA_57092	TCHH	3262.5	3924.2	3262.5	3924.2	0.26633	2.189e+05	1.368e+05	1.789	0.96319	0.036811	0.073622	0.17545	True
HGLibA_60614	TUFT1	3009	3641.2	3009	3641.2	0.27506	1.9986e+05	1.2492e+05	1.7888	0.96317	0.036825	0.07365	0.17549	True
HGLibA_37796	MMP2	3747.9	4462.7	3747.9	4462.7	0.25179	2.5551e+05	1.5985e+05	1.788	0.96311	0.036887	0.073774	0.17576	True
HGLibA_12335	DAPP1	10404	11672	10404	11672	0.1659	8.0392e+05	5.0302e+05	1.7878	0.9631	0.036901	0.073801	0.17578	True
brunello_CCR1_3	CCR1	2990.2	3619.9	2990.2	3619.9	0.27561	1.9825e+05	1.2405e+05	1.7878	0.9631	0.036903	0.073807	0.17578	True
brunello_ZNF239_1	ZNF239	2405.2	1848	2405.2	1848	-0.38002	1.5524e+05	97153	1.7877	0.036913	0.96309	0.073825	0.1758	False
HGLibA_04316	BCL2L14	1983.9	1483.9	1983.9	1483.9	-0.41877	1.2504e+05	78270	1.7875	0.03693	0.96307	0.073861	0.17585	False
brunello_CCDC23_4	CCDC23	2803.8	3411	2803.8	3411	0.28272	1.8434e+05	1.154e+05	1.7874	0.96307	0.036935	0.073869	0.17585	True
HGLibA_51776	SERINC2	8479.3	7349.3	8479.3	7349.3	-0.20632	6.3847e+05	3.9978e+05	1.7872	0.036951	0.96305	0.073902	0.1759	False
brunello_IFNAR1_2	IFNAR1	3188.5	3841	3188.5	3841	0.26852	2.1287e+05	1.3332e+05	1.787	0.96303	0.036968	0.073937	0.17591	True
HGLibA_59527	TRAF1	7944.6	6855.4	7944.6	6855.4	-0.21272	5.9324e+05	3.7158e+05	1.7869	0.036975	0.96302	0.073951	0.17591	False
brunello_SAMHD1_4	SAMHD1	1626.8	1179.6	1626.8	1179.6	-0.46343	1.0001e+05	62641	1.7869	0.036977	0.96302	0.073954	0.17591	False
brunello_LAMP3_4	LAMP3	3119.5	3763.9	3119.5	3763.9	0.27086	2.0767e+05	1.3008e+05	1.7869	0.96302	0.036981	0.073962	0.17591	True
HGLibB_34817	P2RX7	5220.8	4360.3	5220.8	4360.3	-0.25979	3.7022e+05	2.3191e+05	1.7868	0.036981	0.96302	0.073963	0.17591	False
brunello_PHF11_3	PHF11	5385.5	6261	5385.5	6261	0.21727	3.8323e+05	2.4014e+05	1.7865	0.96299	0.037006	0.074012	0.17598	True
HGLibA_43173	P2RY2	4181	4940.5	4181	4940.5	0.24075	2.8841e+05	1.8073e+05	1.7865	0.96299	0.037007	0.074014	0.17598	True
brunello_TDRD6_3	TDRD6	3757.7	4472.9	3757.7	4472.9	0.25128	2.5571e+05	1.6032e+05	1.7861	0.96296	0.037044	0.074088	0.17613	True
brunello_FGD2_3	FGD2	2294.7	1752.6	2294.7	1752.6	-0.38858	1.4691e+05	92158	1.7856	0.037083	0.96292	0.074165	0.17624	False
HGLibA_32642	KCNN1	7778.9	8854.5	7778.9	8854.5	0.18682	5.7844e+05	3.6289e+05	1.7855	0.96291	0.03709	0.07418	0.17624	True
brunello_GPR137B_4	GPR137B	4242.1	3476.9	4242.1	3476.9	-0.28692	2.9281e+05	1.837e+05	1.7855	0.037091	0.96291	0.074182	0.17624	False
HGLibB_57042	NonTargetingControlGuideForHuman_0014	10703	9416.4	10703	9416.4	-0.18475	8.2771e+05	5.1928e+05	1.7855	0.037092	0.96291	0.074184	0.17624	False
brunello_PHLDA2_1	PHLDA2	5766.3	4857.3	5766.3	4857.3	-0.24746	4.132e+05	2.5929e+05	1.7853	0.037109	0.96289	0.074219	0.1763	False
